index,re,im
0,0.176681280,0.000000000
1,0.530318618,0.000000000
2,0.530349135,0.000000000
3,0.176711813,0.000000000
4,0.530349135,0.000000000
5,0.176803410,0.000000000
6,0.176803410,0.000000000
7,-0.176803410,0.000000000
