index,re,im
0,0.353553385,0.000000000
1,0.353553385,0.000000000
2,0.353553385,0.000000000
3,0.353553385,0.000000000
4,0.353553385,0.000000000
5,0.353553385,0.000000000
6,0.353553385,0.000000000
7,0.353553385,0.000000000
