index,re,im
0,0.250000000,0.000000000
1,0.250000000,0.000000000
2,0.250000000,0.000000000
3,0.250000000,0.000000000
4,0.250000000,0.000000000
5,0.250000000,0.000000000
6,0.250000000,0.000000000
7,0.250000000,0.000000000
8,0.250000000,0.000000000
9,0.250000000,0.000000000
10,0.250000000,0.000000000
11,0.250000000,0.000000000
12,0.250000000,0.000000000
13,0.250000000,0.000000000
14,0.250000000,0.000000000
15,0.250000000,0.000000000
