index,re,im
0,0.312392056,0.000000000
1,0.187404692,0.000000000
2,0.187465757,0.000000000
3,0.312483668,0.000000000
4,0.187496305,0.000000000
5,0.312514186,0.000000000
6,0.312514186,0.000000000
7,0.187496305,0.000000000
8,0.187465757,0.000000000
9,0.312544733,0.000000000
10,0.312575281,0.000000000
11,0.187496305,0.000000000
12,0.312514186,0.000000000
13,0.187526837,0.000000000
14,0.187526837,0.000000000
15,-0.187557369,0.000000000
